"cr2sub_id","dga_well_code","dga_well_name","dga_well_basin","dga_well_subbasin","dga_well_lat","dga_well_lon","dga_well_utm_north","dga_well_utm_east","dga_well_elev","cr2sub_lat","cr2sub_lon","cr2sub_utm_north_h19","cr2sub_utm_east_h19","cr2sub_elev","cr2sub_slp","cr2sub_mean_gwl","cr2sub_sd_gwl","cr2sub_cv_gwl","cr2sub_clean_mean_gwl","cr2sub_clean_sd_gwl","cr2sub_clean_cv_gwl","cr2sub_in_basin_camels","cr2sub_camels_pr_yr","cr2sub_camels_pet_yr","cr2sub_camels_aridity","cr2sub_camels_sf","cr2sub_camels_elev","cr2sub_camels_slp","cr2sub_in_basin_bna","cr2sub_bna_pr_yr","cr2sub_bna_pet_yr","cr2sub_bna_aridity","cr2sub_bna_sf","cr2sub_bna_elev","cr2sub_bna_slp","cr2sub_clsoilmap_awc_0_100cm","cr2sub_clsoilmap_awc_100_200cm","cr2sub_clsoilmap_bulkd_0_100cm","cr2sub_clsoilmap_bulkd_100_200cm","cr2sub_clsoilmap_clay_0_100cm","cr2sub_clsoilmap_clay_100_200cm","cr2sub_clsoilmap_ksat_0_100cm","cr2sub_clsoilmap_ksat_100_200cm","cr2sub_clsoilmap_sand_0_100cm","cr2sub_clsoilmap_sand_100_200cm"
3700001,"03700001-9","QUEBRADA POROTILLOS","Q.CARRIZAL Y COSTERAS HASTA R.HUASCO","Quebradas Carrizal y Carrizalillo",-28.188333,-70.794722,6880618,323817,310,-28.188333,-70.794722,6880618,323817,309.77,0.47,-19.32,0.66,-0.03,-19.29,0.46,-0.02,NA,NA,NA,NA,NA,NA,NA,"37",50.06,1670.92,33.38,0.02,526.44,10.69,143.158,154.12,1.402,1.298,16.317,12.54,30.983,49.763,54.725,55.419
3414004,"03414004-9","QUEBRADA SECA","RIO COPIAPO","Rio Pulido",-28.147222,-69.896389,6886168,411976,1500,-28.147222,-69.896389,6886168,411976,1496.61,8.55,-15.7,6.38,-0.41,-15.27,4.81,-0.32,"3414001",179.91,1859.59,10.34,0.64,3565.91,23.73,"34",107.1,2293.59,21.42,0.48,2690.11,17.88,128.243,138.176,1.56,1.486,21.625,21.769,11.337,15.986,49.543,48.697
3701002,"03701002-2","QUEBRADA TAMARICO","Q.CARRIZAL Y COSTERAS HASTA R.HUASCO","Quebradas Carrizal y Carrizalillo",-28.154167,-70.7675,6884455,326441,325,-28.154167,-70.7675,6884455,326441,326.95,0.45,-26.17,1.38,-0.05,-26.23,0.72,-0.03,NA,NA,NA,NA,NA,NA,NA,"37",50.06,1670.92,33.38,0.02,526.44,10.69,151.733,157.605,1.365,1.31,16.988,11.67,30.589,45.306,51.426,52.029
3451019,"03451019-9","SAN CAMILO (6)","RIO COPIAPO","Rio Copiapo Bajo (Entre Q. Paipote y Desemb.)",-27.375833,-70.683056,6970815,333554,159,-27.375833,-70.683056,6970815,333554,159.95,0.53,-6.23,0.37,-0.06,-6.23,0.2,-0.03,"3453001",107.54,2303.49,21.42,0.48,2714.83,17.94,"34",107.1,2293.59,21.42,0.48,2690.11,17.88,118.391,105.172,1.584,1.703,16.832,27.3,17.892,6.941,59.168,59.922
3451018,"03451018-0","SAN CAMILO (8)","RIO COPIAPO","Rio Copiapo Bajo (Entre Q. Paipote y Desemb.)",-27.366667,-70.662778,6971848,335542,166,-27.366667,-70.662778,6971848,335542,165.33,0.42,-6.19,0.39,-0.06,-6.22,0.23,-0.04,"3453001",107.54,2303.49,21.42,0.48,2714.83,17.94,"34",107.1,2293.59,21.42,0.48,2690.11,17.88,134.57,126.584,1.5,1.548,22.353,28.338,14.249,10.819,50.487,51.618
3814004,"03814004-3","SAN FELIX","RIO HUASCO","Rio del Carmen",-28.933056,-70.461389,6798565,357550,1132,-28.933056,-70.461389,6798565,357550,1139.46,8.42,-6.94,1.48,-0.21,-6.98,1.39,-0.2,"3815002",193.78,1775.43,9.16,0.64,3627.84,25.63,"38",161.04,1951.14,12.12,0.52,2723.21,22.22,137.487,132.63,1.472,1.511,20.098,23.661,17.826,15.047,51.852,50.914
3451014,"03451014-8","SAN PEDRO (11)","RIO COPIAPO","Rio Copiapo Bajo (Entre Q. Paipote y Desemb.)",-27.319722,-70.559722,6977197,345670,217,-27.319722,-70.559722,6977197,345670,214.67,0.24,-3.58,3.35,-0.93,-3.04,1.01,-0.33,"3453001",107.54,2303.49,21.42,0.48,2714.83,17.94,"34",107.1,2293.59,21.42,0.48,2690.11,17.88,148.812,151.327,1.461,1.466,25.19,22.244,12.796,14.789,38.882,38.266
3450016,"03450016-9","VALLE DORADO","RIO COPIAPO","Rio Copiapo Bajo (Entre Q. Paipote y Desemb.)",-27.338333,-70.392778,6975316,362232,332,-27.338333,-70.392778,6975316,362232,327.31,0.36,-30.39,9.37,-0.31,-30.06,9.17,-0.3,"3453001",107.54,2303.49,21.42,0.48,2714.83,17.94,"34",107.1,2293.59,21.42,0.48,2690.11,17.88,172.358,177.151,1.343,1.291,23.732,24.111,19.875,22.996,34.847,36.809
3451017,"03451017-2","VALLE FERTIL (7)","RIO COPIAPO","Rio Copiapo Bajo (Entre Q. Paipote y Desemb.)",-27.373333,-70.650278,6971122,336805,179,-27.373333,-70.650278,6971122,336805,169.19,0.17,-5.45,0.59,-0.11,-5.43,0.59,-0.11,"3453001",107.54,2303.49,21.42,0.48,2714.83,17.94,"34",107.1,2293.59,21.42,0.48,2690.11,17.88,142.017,140.622,1.428,1.429,23.236,28.087,20.617,20.65,51.909,52.538
3701006,"03701006-5","YERBAS BUENAS","Q.CARRIZAL Y COSTERAS HASTA R.HUASCO","Quebradas Carrizal y Carrizalillo",-28.1375,-70.8375,6886156,319537,0,-28.1375,-70.8375,6886156,319537,285.63,2.37,-25.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37",50.06,1670.92,33.38,0.02,526.44,10.69,119.426,107.249,1.545,1.678,15.151,22.247,25.561,10.748,61.351,62.407
3701005,"03701005-7","ZANJON","Q.CARRIZAL Y COSTERAS HASTA R.HUASCO","Quebradas Carrizal y Carrizalillo",-28.124722,-70.812222,6887645,321999,296,-28.124722,-70.812222,6887645,321999,306.7,0.7,-5.64,1.01,-0.18,-5.51,0.46,-0.08,NA,NA,NA,NA,NA,NA,NA,"37",50.06,1670.92,33.38,0.02,526.44,10.69,140.285,122.23,1.44,1.593,16.266,16.774,28.404,14.798,53.413,54.36
3826007,"03826007-3","HUASCO ALTO","RIO HUASCO","Rio Huasco",-28.472222,-71.165278,6848530,288002,0,-28.472222,-71.165278,6848530,288002,20.96,0.55,-8.86,0.57,-0.06,NA,NA,NA,"3826001",160.84,1959.26,12.18,0.52,2742.38,22.3,"38",161.04,1951.14,12.12,0.52,2723.21,22.22,130.286,134.234,1.528,1.504,20.07,15.293,14.628,18.957,52.799,51.639
3431012,"03431012-2","QUEBRADA CERRILLOS AMANCAY","RIO COPIAPO","Rio Copiapo Medio (entre R. Jorquera Q. Paipote)",-27.570833,-70.245,6949726,377105,599,-27.570833,-70.245,6949726,377105,604.87,1.33,-79.31,24.78,-0.31,-77.54,23.85,-0.31,"3434001",143.84,2135.2,14.84,0.54,3171.9,20.19,"34",107.1,2293.59,21.42,0.48,2690.11,17.88,137.099,128.017,1.518,1.618,27.689,23.062,8.839,5.849,40.976,38.745
3434012,"03434012-9","BUITRON","RIO COPIAPO","Rio Copiapo Medio (entre R. Jorquera Q. Paipote)",-27.455278,-70.266389,6962496,374870,468,-27.455278,-70.266389,6962496,374870,465.12,0.8,-92.36,5.51,-0.06,NA,NA,NA,"3450001",114.42,2325.2,20.32,0.49,2893.49,18.6,"34",107.1,2293.59,21.42,0.48,2690.11,17.88,138.009,121.687,1.54,1.647,15.412,21.072,14.022,6.451,43.921,43.383
3434016,"03434016-1","BUITRON","RIO COPIAPO","Rio Copiapo Medio (entre R. Jorquera Q. Paipote)",-27.451944,-70.264167,6962828,375069,0,-27.451944,-70.264167,6962828,375069,462.93,0.44,NA,NA,NA,NA,NA,NA,"3450001",114.42,2325.2,20.32,0.49,2893.49,18.6,"34",107.1,2293.59,21.42,0.48,2690.11,17.88,135.737,120.474,1.542,1.647,15.169,21.25,14.523,6.753,45.574,45.028
3451026,"03451026-1","CANTO DEL VIENTO","RIO COPIAPO","Rio Copiapo Bajo (Entre Q. Paipote y Desemb.)",-27.305833,-70.494167,6978809,352154,261,-27.305833,-70.494167,6978809,352154,256.8,0.72,-13.25,1.23,-0.09,NA,NA,NA,"3453001",107.54,2303.49,21.42,0.48,2714.83,17.94,"34",107.1,2293.59,21.42,0.48,2690.11,17.88,131.858,122.936,1.471,1.554,21.857,22.108,23.846,16.698,58.974,60.164
3451031,"03451031-8","CANTO DEL VIENTO","RIO COPIAPO","Rio Copiapo Bajo (Entre Q. Paipote y Desemb.)",-27.3025,-70.491944,6979135,352358,0,-27.3025,-70.491944,6979135,352358,261.97,3.88,-13.93,1.04,-0.07,NA,NA,NA,"3453001",107.54,2303.49,21.42,0.48,2714.83,17.94,"34",107.1,2293.59,21.42,0.48,2690.11,17.88,138.059,133.722,1.446,1.48,22.094,23.679,22.529,20.143,54.958,56.276
3434017,"03434017-K","CAROLA","RIO COPIAPO","Rio Copiapo Medio (entre R. Jorquera Q. Paipote)",-27.506389,-70.263611,6956797,375185,0,-27.506389,-70.263611,6956797,375185,528.01,10.06,-88.58,4,-0.05,NA,NA,NA,"3450001",114.42,2325.2,20.32,0.49,2893.49,18.6,"34",107.1,2293.59,21.42,0.48,2690.11,17.88,143.846,128.38,1.505,1.623,17.418,19.474,14.005,7.101,42.025,40.475
3434013,"03434013-7","CAROLA","RIO COPIAPO","Rio Copiapo Medio (entre R. Jorquera Q. Paipote)",-27.509722,-70.265556,6956454,375004,511,-27.509722,-70.265556,6956454,375004,516.96,0.75,-95.26,11.55,-0.12,NA,NA,NA,"3450001",114.42,2325.2,20.32,0.49,2893.49,18.6,"34",107.1,2293.59,21.42,0.48,2690.11,17.88,141.339,130.124,1.521,1.611,19.015,20.054,11.569,7.31,41.633,40.022
3820007,"03820007-0","CHEPICA","RIO HUASCO","Rio Huasco",-28.699444,-70.549167,6824284,348660,676,-28.699444,-70.549167,6824284,348660,903.41,24.41,-2.08,0.71,-0.34,NA,NA,NA,"3820002",192.08,1885.65,9.82,0.57,3375.85,25.11,"38",161.04,1951.14,12.12,0.52,2723.21,22.22,120.083,128.983,1.512,1.42,18.026,21.304,29.548,42.461,66.349,67.691
3823010,"03823010-7","EL ALGARROBO","RIO HUASCO","Rio Huasco",-28.583889,-70.746944,6836823,329149,407,-28.583889,-70.746944,6836823,329149,400.3,1.1,-13.97,1.86,-0.13,NA,NA,NA,"3825001",165.27,1965.43,11.89,0.53,2844.45,22.68,"38",161.04,1951.14,12.12,0.52,2723.21,22.22,131.774,121.491,1.536,1.62,19.029,19.72,13.329,8.616,49.487,49.501
3450019,"03450019-3","ESCUELA ITALIANA","RIO COPIAPO","Rio Copiapo Bajo (Entre Q. Paipote y Desemb.)",-27.348333,-70.353056,6974242,366172,358,-27.348333,-70.353056,6974242,366172,354.24,0.59,-56.45,1.7,-0.03,NA,NA,NA,"3453001",107.54,2303.49,21.42,0.48,2714.83,17.94,"34",107.1,2293.59,21.42,0.48,2690.11,17.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3450022,"03450022-3","ESCUELA ITALIANA","RIO COPIAPO","Rio Copiapo Bajo (Entre Q. Paipote y Desemb.)",-27.345,-70.350833,6974586,366375,0,-27.345,-70.350833,6974586,366375,356.24,1.42,-58.2,0.02,0,NA,NA,NA,"3453001",107.54,2303.49,21.42,0.48,2714.83,17.94,"34",107.1,2293.59,21.42,0.48,2690.11,17.88,124.956,113.608,1.574,1.665,12.916,22.769,19.224,7.715,52.061,52.656
3451028,"03451028-8","GINO AROSTICA","RIO COPIAPO","Rio Copiapo Bajo (Entre Q. Paipote y Desemb.)",-27.295278,-70.431389,6980005,358342,0,-27.295278,-70.431389,6980005,358342,290.84,0.36,-33.53,3.7,-0.11,NA,NA,NA,"3453001",107.54,2303.49,21.42,0.48,2714.83,17.94,"34",107.1,2293.59,21.42,0.48,2690.11,17.88,178.499,168.195,1.276,1.297,24.553,30.488,24.938,21.624,37.245,38.657
3451023,"03451023-7","GINO OROSTICA","RIO COPIAPO","Rio Copiapo Bajo (Entre Q. Paipote y Desemb.)",-27.298889,-70.433611,6979655,358136,294,-27.298889,-70.433611,6979655,358136,290.34,0.38,-30.49,4.24,-0.14,NA,NA,NA,"3453001",107.54,2303.49,21.42,0.48,2714.83,17.94,"34",107.1,2293.59,21.42,0.48,2690.11,17.88,179.598,168.858,1.283,1.298,24.234,31.087,23.863,21.117,35.895,37.407
3430025,"03430025-9","GOYO DIAZ","RIO COPIAPO","Rio Copiapo Medio (entre R. Jorquera Q. Paipote)",-27.909722,-70.0225,6912334,399374,0,-27.909722,-70.0225,6912334,399374,1055.4,13.66,-23.36,14.58,-0.62,NA,NA,NA,"3430002",159.93,1982.16,12.39,0.6,3574.8,21.03,"34",107.1,2293.59,21.42,0.48,2690.11,17.88,142.176,145.263,1.47,1.484,30.507,24.023,10.547,10.237,41.129,39.741
3430021,"03430021-6","GOYO DIAZ","RIO COPIAPO","Rio Copiapo Medio (entre R. Jorquera Q. Paipote)",-27.913611,-70.024167,6911952,399224,1043,-27.913611,-70.024167,6911952,399224,1038.51,0.75,-18.19,10.94,-0.6,NA,NA,NA,"3430002",159.93,1982.16,12.39,0.6,3574.8,21.03,"34",107.1,2293.59,21.42,0.48,2690.11,17.88,139.461,145.995,1.488,1.478,30.421,23.822,9.691,10.666,41.394,40.024
3431016,"03431016-5","FUNDO ALIANZA","RIO COPIAPO","Rio Copiapo Medio (entre R. Jorquera Q. Paipote)",-27.593333,-70.248333,6947180,376792,0,-27.593333,-70.248333,6947180,376792,602.69,0.49,-60.82,2.31,-0.04,NA,NA,NA,"3434001",143.84,2135.2,14.84,0.54,3171.9,20.19,"34",107.1,2293.59,21.42,0.48,2690.11,17.88,140.419,141.248,1.478,1.505,30.28,25.922,11.1,10.345,41.823,39.502
3431014,"03431014-9","FUNDO ALIANZA","RIO COPIAPO","Rio Copiapo Medio (entre R. Jorquera Q. Paipote)",-27.596667,-70.250278,6946838,376596,612,-27.596667,-70.250278,6946838,376596,604.2,0.7,-89.21,22.4,-0.25,NA,NA,NA,"3434001",143.84,2135.2,14.84,0.54,3171.9,20.19,"34",107.1,2293.59,21.42,0.48,2690.11,17.88,141.455,144.915,1.47,1.476,30.246,26.538,11.742,12.352,41.884,39.734
3806005,"03806005-8","FUNDO RAMADILLAS","RIO HUASCO","Rio Transito",-28.748333,-70.481944,6818950,355295,979,-28.748333,-70.481944,6818950,355295,981.04,13.47,-3.72,1.26,-0.34,NA,NA,NA,"3806001",198.17,1902.31,9.6,0.54,3357.49,24.75,"38",161.04,1951.14,12.12,0.52,2723.21,22.22,138.842,150.165,1.472,1.37,21.845,25.734,16.137,23.384,49.95,50.308
3451025,"03451025-3","KIOSCO SANTA VALENTINA","RIO COPIAPO","Rio Copiapo Bajo (Entre Q. Paipote y Desemb.)",-27.346389,-70.623611,6974145,339384,185,-27.346389,-70.623611,6974145,339384,184.88,0.53,-6.48,0.32,-0.05,NA,NA,NA,"3453001",107.54,2303.49,21.42,0.48,2714.83,17.94,"34",107.1,2293.59,21.42,0.48,2690.11,17.88,138.599,130.731,1.495,1.546,28.361,29.588,9.93,7.727,42.765,43.457
3451030,"03451030-K","KIOSCO SANTA VALENTINA","RIO COPIAPO","Rio Copiapo Bajo (Entre Q. Paipote y Desemb.)",-27.343056,-70.621667,6974482,339577,0,-27.343056,-70.621667,6974482,339577,186.04,0.42,-6.44,0.18,-0.03,NA,NA,NA,"3453001",107.54,2303.49,21.42,0.48,2714.83,17.94,"34",107.1,2293.59,21.42,0.48,2690.11,17.88,138.517,130.148,1.497,1.547,28.304,30.342,9.799,7.642,42.598,43.413
3815006,"03815006-5","LICEO ALTO DEL CARMEN","RIO HUASCO","Rio del Carmen",-28.773056,-70.470278,6816225,356468,823,-28.773056,-70.470278,6816225,356468,829.78,11.32,-2.5,0.51,-0.2,NA,NA,NA,"3815001",186.8,1839.23,9.85,0.62,3467.06,25.64,"38",161.04,1951.14,12.12,0.52,2723.21,22.22,133.111,143.376,1.518,1.426,21.02,24.873,13.975,19.601,50.254,50.493
3823011,"03823011-5","MAITENCILLO","RIO HUASCO","Rio Huasco",-28.521111,-70.915,6843528,312598,253,-28.521111,-70.915,6843528,312598,334.8,2.61,-3.5,0.5,-0.14,NA,NA,NA,"3825001",165.27,1965.43,11.89,0.53,2844.45,22.68,"38",161.04,1951.14,12.12,0.52,2723.21,22.22,119.793,106.851,1.607,1.695,21.177,27.765,10.636,5.761,53.575,53.199
3430023,"03430023-2","PASTILLO","RIO COPIAPO","Rio Copiapo Medio (entre R. Jorquera Q. Paipote)",-28.023611,-69.972222,6899757,404422,0,-28.023611,-69.972222,6899757,404422,1176.96,1.57,-67.1,5.03,-0.08,NA,NA,NA,"3430003",162.81,1929.43,11.85,0.61,3651.29,21.01,"34",107.1,2293.59,21.42,0.48,2690.11,17.88,132.359,139.049,1.568,1.536,27.59,24.933,6.431,8.141,38.002,37.818
3430019,"03430019-4","PASTILLO","RIO COPIAPO","Rio Copiapo Medio (entre R. Jorquera Q. Paipote)",-28.027222,-69.973611,6899415,404282,1176,-28.027222,-69.973611,6899415,404282,1178.47,1.55,-56.16,22.32,-0.4,NA,NA,NA,"3430003",162.81,1929.43,11.85,0.61,3651.29,21.01,"34",107.1,2293.59,21.42,0.48,2690.11,17.88,129.827,137.385,1.582,1.547,28.291,25.179,5.944,7.722,37.797,37.71
3820008,"03820008-9","POZO SANTA JUANA","RIO HUASCO","Rio Huasco",-28.671389,-70.646389,6827266,339118,553,-28.671389,-70.646389,6827266,339118,771.37,22.68,-9.39,2.07,-0.22,NA,NA,NA,"3820003",190.14,1899.93,9.99,0.57,3342.05,25.04,"38",161.04,1951.14,12.12,0.52,2723.21,22.22,119.359,125.031,1.509,1.497,13.445,23.118,31.411,27.639,63.737,65.267
