"cr2sub_id","dga_well_code","dga_well_name","dga_well_basin","dga_well_subbasin","dga_well_lat","dga_well_lon","dga_well_utm_north","dga_well_utm_east","dga_well_elev","cr2sub_lat","cr2sub_lon","cr2sub_utm_north_h19","cr2sub_utm_east_h19","cr2sub_elev","cr2sub_slp","cr2sub_mean_gwl","cr2sub_sd_gwl","cr2sub_cv_gwl","cr2sub_clean_mean_gwl","cr2sub_clean_sd_gwl","cr2sub_clean_cv_gwl","cr2sub_in_basin_camels","cr2sub_camels_pr_yr","cr2sub_camels_pet_yr","cr2sub_camels_aridity","cr2sub_camels_sf","cr2sub_camels_elev","cr2sub_camels_slp","cr2sub_in_basin_bna","cr2sub_bna_pr_yr","cr2sub_bna_pet_yr","cr2sub_bna_aridity","cr2sub_bna_sf","cr2sub_bna_elev","cr2sub_bna_slp","cr2sub_clsoilmap_awc_0_100cm","cr2sub_clsoilmap_awc_100_200cm","cr2sub_clsoilmap_bulkd_0_100cm","cr2sub_clsoilmap_bulkd_100_200cm","cr2sub_clsoilmap_clay_0_100cm","cr2sub_clsoilmap_clay_100_200cm","cr2sub_clsoilmap_ksat_0_100cm","cr2sub_clsoilmap_ksat_100_200cm","cr2sub_clsoilmap_sand_0_100cm","cr2sub_clsoilmap_sand_100_200cm"
5730049,"05730049-3","MOLINA 704","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.458611,-70.67,6296612,344812,527,-33.458611,-70.67,6296612,344812,524.31,0.64,-64.71,6.26,-0.1,NA,NA,NA,"5730005",513.69,1514.5,2.95,0.11,943.78,9.55,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5730024,"05730024-8","PANAMERICANA NORTE 3225","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.388889,-70.685,6304274,343272,505,-33.388889,-70.685,6304274,343272,502.64,0.39,-17.1,4.08,-0.24,-16.76,2.47,-0.15,"5737002",556.24,1694.25,3.05,0.34,1342.61,15.07,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5735007,"05735007-5","LA COPA","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.248889,-70.95,6319368,318330,521,-33.248889,-70.95,6319368,318330,774.88,15.84,-39.27,20.83,-0.53,NA,NA,NA,"5737002",556.24,1694.25,3.05,0.34,1342.61,15.07,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,136.684,132.84,1.412,1.446,15.893,20.103,33.977,27.551,58.91,59.706
5730025,"05730025-6","LAZO DE LA VEGA 4859","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.411667,-70.699444,6301726,341970,502,-33.411667,-70.699444,6301726,341970,505.2,0.57,-19.05,4.84,-0.25,-19.15,4.76,-0.25,"5737002",556.24,1694.25,3.05,0.34,1342.61,15.07,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5735006,"05735006-7","LO ARCAYA","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.238056,-70.693889,6321029,342183,538,-33.238056,-70.693889,6321029,342183,543.37,0.84,-24.78,6.77,-0.27,-24.71,6.79,-0.27,"5737002",556.24,1694.25,3.05,0.34,1342.61,15.07,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,165.983,153.034,1.347,1.406,26.807,30.566,17.361,13.437,37.033,38.392
5730022,"05730022-1","POCURO 2743","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.431667,-70.6,6299655,351252,605,-33.431667,-70.6,6299655,351252,614.81,1.29,-65.07,3.41,-0.05,NA,NA,NA,"5730005",513.69,1514.5,2.95,0.11,943.78,9.55,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5715004,"05715004-1","POZO ASENTAMIENTO AGUILA SUR","RIO MAIPO","Rio Maipo Medio (Despues Colorado antes Mapocho)",-33.907778,-70.736111,6246702,339501,403,-33.907778,-70.736111,6246702,339501,399.09,1.9,-14.84,2.53,-0.17,-14.66,2.3,-0.16,"5715001",707.75,1779.81,2.51,0.1,772.94,13.25,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,133.695,115.826,1.57,1.679,23.949,25.849,7.277,4.562,39.689,41.164
5730028,"05730028-0","5 DE ABRIL 4534 DINAMIC OIL","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.461667,-70.696667,6296246,342332,478,-33.461667,-70.696667,6296246,342332,505.88,0.45,-47.68,9.62,-0.2,-47.86,9.54,-0.2,"5737002",556.24,1694.25,3.05,0.34,1342.61,15.07,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5745003,"05745003-7","A.P. BOLLENAL","RIO MAIPO","Rio Maipo Bajo (Entre Rio Mapocho y Desembocadura)",-33.568056,-71.211389,6283534,294723,143,-33.568056,-71.211389,6283534,294723,144.77,1.55,-15.91,13.45,-0.84,-15.23,12.94,-0.85,"5746001",469.65,1517.49,3.23,0.06,511.11,15.27,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,126.218,100.986,1.632,1.772,20.978,25.17,6.343,2.896,40.396,43.517
5713008,"05713008-3","A.P. CODEGUA","RIO MAIPO","Rio Maipo Medio (Despues Colorado antes Mapocho)",-34.033333,-70.65,6232861,347671,0,-34.033333,-70.65,6232861,347671,575.13,1.51,-23,6.59,-0.29,NA,NA,NA,"5716001",839.08,1702.44,2.03,0.29,1100.37,16.15,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,145.898,122.697,1.457,1.63,25.598,22.887,13.529,6.443,42.054,43.423
5713009,"05713009-1","A.P. LA PUNTA","RIO MAIPO","Rio Maipo Medio (Despues Colorado antes Mapocho)",-34.000278,-70.649722,6236588,347656,543,-34.000278,-70.649722,6236588,347656,537.13,1.34,-10.87,6,-0.55,-10.06,4.76,-0.47,"5716001",839.08,1702.44,2.03,0.29,1100.37,16.15,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,141.938,131.754,1.491,1.553,24.842,24.12,10.525,9.499,41.967,43.907
5737015,"05737015-7","A.P. SANTA ROSA","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.568056,-70.786111,6284304,334218,472,-33.568056,-70.786111,6284304,334218,468.11,0.52,-55.65,11.3,-0.2,-57.01,8.18,-0.14,"5748001",779.47,1473.59,1.89,0.53,1677.79,18.87,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,143.355,131.8,1.476,1.543,21.412,20.667,13.006,11.213,44.695,47.85
5747006,"05747006-2","AS. IGNACIO SERRANO","RIO MAIPO","Rio Maipo Bajo (Entre Rio Mapocho y Desembocadura)",-33.884167,-71.2475,6248418,292148,125,-33.884167,-71.2475,6248418,292148,114.96,3.32,-16.26,6.6,-0.41,-15.98,6.3,-0.39,"5748001",779.47,1473.59,1.89,0.53,1677.79,18.87,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,129.814,123.209,1.555,1.583,14.697,21.859,15.303,11.411,49.828,52.438
5740009,"05740009-9","AS. SAN CARLOS CHOLQUI (2)","RIO MAIPO","Rio Maipo Bajo (Entre Rio Mapocho y Desembocadura)",-33.781667,-71.110556,6260064,304575,183,-33.781667,-71.110556,6260064,304575,184.94,0.91,-10.72,7.17,-0.67,-9.8,5.86,-0.6,"5748001",779.47,1473.59,1.89,0.53,1677.79,18.87,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,140.462,134.071,1.532,1.537,22.815,28.753,8.563,8.039,38.754,40.675
5747003,"05747003-8","AS. SAN MIGUEL POPETA (1)","RIO MAIPO","Rio Maipo Bajo (Entre Rio Mapocho y Desembocadura)",-33.876111,-71.256944,6249279,291250,115,-33.876111,-71.256944,6249279,291250,112.64,1.86,-16.59,7.54,-0.45,-16.02,6.94,-0.43,"5748001",779.47,1473.59,1.89,0.53,1677.79,18.87,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,124.858,125.149,1.585,1.545,15.253,19.516,13.717,16.32,51.326,56.759
5747004,"05747004-6","AS. SAN MIGUEL POPETA (2)","RIO MAIPO","Rio Maipo Bajo (Entre Rio Mapocho y Desembocadura)",-33.888333,-71.253611,6247940,291584,119,-33.888333,-71.253611,6247940,291584,118.98,0.58,-15.97,9.05,-0.57,-15.35,8.23,-0.54,"5748001",779.47,1473.59,1.89,0.53,1677.79,18.87,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,127.493,126.979,1.565,1.545,15.319,22.758,14.396,13.007,50.812,53.899
5731005,"05731005-7","ASENTAMIENTO CHACABUCO","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.075,-70.717778,6339071,339646,632,-33.075,-70.717778,6339071,339646,632.16,0.81,-52.54,12.33,-0.23,-53.24,11.08,-0.21,"5734001",478.83,1846.36,3.86,0.22,974.7,13.88,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,149.866,138.456,1.476,1.568,25.387,20.893,9.753,7.751,35.388,37.076
5734009,"05734009-6","ASENTAMIENTO EL VALLE","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.241667,-70.911111,6320236,321939,496,-33.241667,-70.911111,6320236,321939,498.07,1.44,-14.32,5.57,-0.39,NA,NA,NA,"5737002",556.24,1694.25,3.05,0.34,1342.61,15.07,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,119.051,105.635,1.59,1.722,13.424,18.601,18.458,7.636,56.916,58.319
5734007,"05734007-K","ASENTAMIENTO LAGUNA","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.213056,-70.816111,6323637,330738,494,-33.213056,-70.816111,6323637,330738,483.05,0.16,-3.66,3.52,-0.96,-3.19,2.41,-0.76,"5737002",556.24,1694.25,3.05,0.34,1342.61,15.07,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,148.193,143.112,1.497,1.532,31.953,29.241,6.943,6.48,27.901,30.369
5747002,"05747002-K","ASENTAMIENTO POPETA LAS MARIPOSAS","RIO MAIPO","Rio Maipo Bajo (Entre Rio Mapocho y Desembocadura)",-33.866667,-71.263611,6250322,290608,109,-33.866667,-71.263611,6250322,290608,109.75,1.95,-13.88,7.95,-0.57,-13.69,7.59,-0.55,"5748001",779.47,1473.59,1.89,0.53,1677.79,18.87,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,121.224,120.139,1.604,1.575,15.028,21.664,13.495,15.352,53.063,59.611
5744004,"05744004-K","ASENTAMIENTO SANTA EMILIA","RIO MAIPO","Rio Maipo Bajo (Entre Rio Mapocho y Desembocadura)",-33.470556,-71.108056,6294558,304097,192,-33.470556,-71.108056,6294558,304097,169.02,1.26,-6.67,5.11,-0.77,-6.5,4.87,-0.75,"5746001",469.65,1517.49,3.23,0.06,511.11,15.27,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,118.257,110.368,1.63,1.674,18.731,20.884,9.989,8.695,53.21,57.716
5730029,"05730029-9","ASENTAMIENTO STA. ELENA","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.473611,-70.697778,6294860,342237,480,-33.473611,-70.697778,6294860,342237,503.18,0.45,-12.27,1.75,-0.14,NA,NA,NA,"5730005",513.69,1514.5,2.95,0.11,943.78,9.55,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5747005,"05747005-4","ASENTAMIENTO TANTEHUE","RIO MAIPO","Rio Maipo Bajo (Entre Rio Mapocho y Desembocadura)",-33.885,-71.2175,6248372,294918,130,-33.885,-71.2175,6248372,294918,135.61,1.01,-22.58,9.28,-0.41,-22.35,9.26,-0.41,"5748001",779.47,1473.59,1.89,0.53,1677.79,18.87,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,127.976,119.454,1.559,1.613,17.414,24.618,13.529,8.584,51.098,51.342
5730017,"05730017-5","AV. KENNEDY 6774","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.395278,-70.563056,6303785,354623,700,-33.395278,-70.563056,6303785,354623,703.22,0.99,-48.5,10.36,-0.21,-48.86,10.06,-0.21,"5730005",513.69,1514.5,2.95,0.11,943.78,9.55,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5733012,"05733012-0","ESCUELA 293 POLPAICO","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.1525,-70.888056,6330207,323929,532,-33.1525,-70.888056,6330207,323929,526.72,1.16,-9.79,6.04,-0.62,NA,NA,NA,"5734001",478.83,1846.36,3.86,0.22,974.7,13.88,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,133.222,119.129,1.572,1.652,24.554,26.586,7.14,4.729,39.272,40.993
5732008,"05732008-7","FABRICA POLPAICO","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.155,-70.836667,6330014,328728,535,-33.155,-70.836667,6330014,328728,533.28,0.3,-18.8,5.4,-0.29,-18.81,5.42,-0.29,"5734001",478.83,1846.36,3.86,0.22,974.7,13.88,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,139.321,128.633,1.56,1.655,26.577,21.935,6.493,4.754,32.396,33.307
5735012,"05735012-1","FUNDO REINA SUR 1","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.202778,-70.683333,6324973,343108,591,-33.202778,-70.683333,6324973,343108,581.14,0.87,-42.26,26.62,-0.63,NA,NA,NA,"5737002",556.24,1694.25,3.05,0.34,1342.61,15.07,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,137.371,119.595,1.539,1.681,27.534,23.022,7.498,4.107,36.757,37.832
6041003,"06041003-8","FUNDO SAN ALFONSO","RIO RAPEL","Estero Alhue",-34.060556,-71.248056,6228790,292515,0,-34.060556,-71.248056,6228790,292515,130.71,0.49,-10.06,4.25,-0.42,NA,NA,NA,"6043001",762.11,1500.18,1.97,0.12,798.34,21.31,"60",1036.85,1463.63,1.41,0.41,1142.98,16.63,129.968,129.504,1.532,1.508,21.939,27.191,13.352,16.43,52.13,56.193
6041004,"06041004-6","FUNDO SAN ALFONSO","RIO RAPEL","Estero Alhue",-34.064167,-71.247222,6228459,292611,136,-34.064167,-71.247222,6228459,292611,127.75,2.04,-11.46,5.14,-0.45,-11.13,4.52,-0.41,"6043001",762.11,1500.18,1.97,0.12,798.34,21.31,"60",1036.85,1463.63,1.41,0.41,1142.98,16.63,130.692,129.85,1.53,1.507,20.273,26.271,14.13,16.48,51.922,55.747
6041005,"06041005-4","FUNDO SAN ALFONSO","RIO RAPEL","Estero Alhue",-34.060278,-71.247778,6228822,292540,0,-34.060278,-71.247778,6228822,292540,130.71,0.49,-10.36,5.68,-0.55,NA,NA,NA,"6043001",762.11,1500.18,1.97,0.12,798.34,21.31,"60",1036.85,1463.63,1.41,0.41,1142.98,16.63,130.002,129.678,1.531,1.506,22.247,27.179,13.378,16.638,52.211,56.268
5736004,"05736004-6","FUNDO EL PERAL","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.395833,-70.811944,6303365,331479,464,-33.395833,-70.811944,6303365,331479,469.58,0.6,-7.18,4.68,-0.65,-6.82,4.3,-0.63,"5737002",556.24,1694.25,3.05,0.34,1342.61,15.07,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,149.18,141.556,1.463,1.506,29.388,28.209,9.772,8.644,34.676,37.524
5744006,"05744006-6","FUNDO LOLENCO","RIO MAIPO","Rio Maipo Bajo (Entre Rio Mapocho y Desembocadura)",-33.428611,-71.0375,6299346,310574,189,-33.428611,-71.0375,6299346,310574,188.6,1.25,-6.68,2.82,-0.42,-6.71,2.77,-0.41,"5746001",469.65,1517.49,3.23,0.06,511.11,15.27,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,121.485,107.895,1.6,1.694,19.111,21.425,11.597,8.097,53.599,56.486
5744005,"05744005-8","FUNDO SANTA RITA","RIO MAIPO","Rio Maipo Bajo (Entre Rio Mapocho y Desembocadura)",-33.4775,-71.068056,6293856,307842,210,-33.4775,-71.068056,6293856,307842,169,0,-7.44,4.39,-0.59,-7.15,4.14,-0.58,"5746001",469.65,1517.49,3.23,0.06,511.11,15.27,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,135.857,134.598,1.543,1.538,25.043,24.233,7.985,9.254,40.631,43.52
6041002,"06041002-K","HACIENDA POLULO","RIO RAPEL","Estero Alhue",-34.025,-71.131667,6232964,303177,0,-34.025,-71.131667,6232964,303177,156.69,0.61,-2.79,1.76,-0.63,NA,NA,NA,"6043001",762.11,1500.18,1.97,0.12,798.34,21.31,"60",1036.85,1463.63,1.41,0.41,1142.98,16.63,139.384,138.277,1.481,1.48,17.938,23.816,17.198,14.602,49.185,49.206
5730027,"05730027-2","HIJUELA EL OLIVO","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.470833,-70.767778,6295108,335737,477,-33.470833,-70.767778,6295108,335737,469.75,0.32,-17.32,10.21,-0.59,-16.75,9.91,-0.59,"5737002",556.24,1694.25,3.05,0.34,1342.61,15.07,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,135.501,128,1.555,1.606,28.795,25.916,6.572,5.746,34.66,37.928
5713013,"05713013-K","HIJUELA SANTA TERESITA","RIO MAIPO","Rio Maipo Medio (Despues Colorado antes Mapocho)",-34.026389,-70.705,6233617,342595,508,-34.026389,-70.705,6233617,342595,498.54,0.75,-8.34,4.31,-0.52,-8.16,4.12,-0.5,"6011001",739.56,1616.89,2.19,0.07,705.61,11.16,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,147.931,133.948,1.472,1.545,21.636,21.83,12.832,9.977,40.939,44.422
5730018,"05730018-3","MANIZALES 1980","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.387222,-70.574722,6304678,353532,684,-33.387222,-70.574722,6304678,353532,693.48,1,-56.85,6.95,-0.12,-56.93,6.79,-0.12,"5737002",556.24,1694.25,3.05,0.34,1342.61,15.07,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5713010,"05713010-5","MATADERO LA CARTUJA","RIO MAIPO","Rio Maipo Medio (Despues Colorado antes Mapocho)",-33.990833,-70.701667,6237545,342829,489,-33.990833,-70.701667,6237545,342829,478.78,0.69,-3.44,1.88,-0.55,-3.3,1.72,-0.52,"5716001",839.08,1702.44,2.03,0.29,1100.37,16.15,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,179.26,162.941,1.311,1.389,22.191,22.792,23.055,16.082,34.881,37.18
5730050,"05730050-7","MATUCANA 741","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.436667,-70.68,6299039,343826,539,-33.436667,-70.68,6299039,343826,527.23,0.88,-59.09,8.62,-0.15,NA,NA,NA,"5737002",556.24,1694.25,3.05,0.34,1342.61,15.07,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5730023,"05730023-K","OCHAGAVIA 5601","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.499444,-70.666667,6292042,345174,537,-33.499444,-70.666667,6292042,345174,536.69,0.55,-74.28,8.93,-0.12,-75.05,8,-0.11,"5730005",513.69,1514.5,2.95,0.11,943.78,9.55,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5730030,"05730030-2","PAJARITOS 6340","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.466111,-70.718333,6295660,340313,491,-33.466111,-70.718333,6295660,340313,493.03,0.12,-23.14,3.59,-0.15,NA,NA,NA,"5737002",556.24,1694.25,3.05,0.34,1342.61,15.07,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5731004,"05731004-9","LOS GUAYACANES","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.064167,-70.734722,6340262,338064,624,-33.064167,-70.734722,6340262,338064,618.8,0.84,-26.38,4.99,-0.19,-26.28,4.42,-0.17,"5734001",478.83,1846.36,3.86,0.22,974.7,13.88,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,133.172,121.345,1.579,1.655,25.415,24.377,6.211,4.723,36.976,38.777
5736003,"05736003-8","PARCELA 62 NOVICIADO","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.398056,-70.889444,6302991,324286,474,-33.398056,-70.889444,6302991,324286,495.7,1.48,-18.35,5.89,-0.32,-18.58,5.6,-0.3,"5737002",556.24,1694.25,3.05,0.34,1342.61,15.07,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,118.608,96.055,1.641,1.805,16.862,20.697,10.497,4.033,51.096,52.895
5735011,"05735011-3","PARCELA 7 LIRAY","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.24,-70.743333,6320750,337583,519,-33.24,-70.743333,6320750,337583,513.32,0.52,-10.37,3.35,-0.32,-10.3,3.26,-0.32,"5737002",556.24,1694.25,3.05,0.34,1342.61,15.07,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,171.238,168.442,1.336,1.351,23.919,23.238,19.168,18.344,36.259,37.029
5713012,"05713012-1","PARCELA EL PARRONAL","RIO MAIPO","Rio Maipo Medio (Despues Colorado antes Mapocho)",-34.020833,-70.668889,6234272,345908,545,-34.020833,-70.668889,6234272,345908,537.62,1.07,-37.4,11.49,-0.31,-37.71,11.33,-0.3,"5716001",839.08,1702.44,2.03,0.29,1100.37,16.15,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,138.8,122.94,1.537,1.639,20.629,21.219,9.83,6.157,41.343,43.022
5713007,"05713007-5","PEAJE MOSTAZAL","RIO MAIPO","Rio Maipo Medio (Despues Colorado antes Mapocho)",-33.927778,-70.775,6244374,335926,0,-33.927778,-70.775,6244374,335926,674.95,22.09,-5.45,1.44,-0.26,-5.37,1.04,-0.19,"5716001",839.08,1702.44,2.03,0.29,1100.37,16.15,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,140.35,157.969,1.447,1.309,24.343,26.159,19.507,30.684,51.427,50.401
5740008,"05740008-0","POZO INDUSTRIA BATA","RIO MAIPO","Rio Maipo Bajo (Entre Rio Mapocho y Desembocadura)",-33.678056,-71.183611,6271385,297570,178,-33.678056,-71.183611,6271385,297570,172.08,0.54,-2.84,3.04,-1.07,-2.5,2.45,-0.98,"5746001",469.65,1517.49,3.23,0.06,511.11,15.27,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,145.503,134.207,1.494,1.55,23.804,24.595,10.73,9.649,38.863,41.589
5740007,"05740007-2","POZO AS. SAN CARLOS CHOLQUI (1)","RIO MAIPO","Rio Maipo Bajo (Entre Rio Mapocho y Desembocadura)",-33.778056,-71.125556,6260418,303191,180,-33.778056,-71.125556,6260418,303191,180.49,0.69,-7.2,4.43,-0.62,-6.81,3.59,-0.53,"5748001",779.47,1473.59,1.89,0.53,1677.79,18.87,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,137.525,130.73,1.534,1.552,22.971,26.889,9.072,8.453,41.683,43.783
5737016,"05737016-5","POZO MISION CORAZON DE MARIA","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.668333,-70.922222,6272967,321799,340,-33.668333,-70.922222,6272967,321799,340.8,0.51,-8.33,2.22,-0.27,-8.21,2.1,-0.26,"5748001",779.47,1473.59,1.89,0.53,1677.79,18.87,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,147.285,139.91,1.443,1.451,21.428,24.56,15.572,17.743,45.206,50.258
5713011,"05713011-3","VIÑA EL ARRAYAN","RIO MAIPO","Rio Maipo Medio (Despues Colorado antes Mapocho)",-34.011389,-70.666111,6235326,346142,542,-34.011389,-70.666111,6235326,346142,535.25,1.39,-9.92,3.04,-0.31,-9.99,2.9,-0.29,"5716001",839.08,1702.44,2.03,0.29,1100.37,16.15,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,139.289,118.372,1.537,1.666,21.861,23.786,9.331,4.803,40.067,41.593
5733013,"05733013-9","R. FUNDO SAN MANUEL","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.1575,-70.899167,6329657,322885,523,-33.1575,-70.899167,6329657,322885,527.61,0.69,-22.44,13.38,-0.6,-21.8,12.37,-0.57,"5734001",478.83,1846.36,3.86,0.22,974.7,13.88,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,125.398,107.824,1.559,1.713,18.926,16.145,15.644,8.333,54.43,55.901
5733011,"05733011-2","RINCON DE LOS MOLINOS","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.065,-70.928333,6339868,319980,601,-33.065,-70.928333,6339868,319980,613.06,14.91,-5.27,1.76,-0.33,-5.27,1.76,-0.33,"5734001",478.83,1846.36,3.86,0.22,974.7,13.88,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,118.315,121.599,1.561,1.544,18.497,25.432,20.652,20.23,63.191,64.318
5732010,"05732010-9","ASENTAMIENTO LOS MAITENES","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.105556,-70.794167,6335582,332582,569,-33.105556,-70.794167,6335582,332582,564.58,0.46,-47.24,8.3,-0.18,NA,NA,NA,"5734001",478.83,1846.36,3.86,0.22,974.7,13.88,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,141.078,126.485,1.592,1.65,25.061,27.06,5.74,3.617,27.427,30.534
5730037,"05730037-K","AP. CERRILLOS","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.492222,-70.722778,6292811,339964,506,-33.492222,-70.722778,6292811,339964,493.65,2.44,-56.16,8.13,-0.14,NA,NA,NA,"5730005",513.69,1514.5,2.95,0.11,943.78,9.55,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5723002,"05723002-9","BANCO SUDAMERICANO","RIO MAIPO","Rio Mapocho Alto (hasta bajo junta E De Las Rosas)",-33.469444,-70.569444,6295509,354156,825,-33.469444,-70.569444,6295509,354156,603.09,0.89,-57.59,10.03,-0.17,NA,NA,NA,"5730005",513.69,1514.5,2.95,0.11,943.78,9.55,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5731006,"05731006-5","CERA UNION HUECHUN","RIO MAIPO","Rio Mapocho Bajo (entre E De Las Rosas y R Maipo)",-33.089167,-70.752778,6337447,336424,606,-33.089167,-70.752778,6337447,336424,598.14,0.39,-50.24,13.19,-0.26,-50.24,13.19,-0.26,"5734001",478.83,1846.36,3.86,0.22,974.7,13.88,"57",773.78,1469.25,1.9,0.52,1649.29,18.67,152.36,142.261,1.524,1.544,24.406,26.819,7.633,6.517,27.82,31.496
